+------------------+-----------------------------+-----------------------+
| id_pessoa_fisica | nom_cidade                  | des_estado            |
| 24310531         | SAO LOURENCO DA MATA        | PERNAMBUCO            |
| 120485989        | OSASCO                      | SAO PAULO             |
| 12364109         | PIRANHAS                    | ALAGOAS               |
| 104407720        | GOIANIA                     | GOIAS                 |
| 187306251        | JOAO MONLEVADE              | MINAS GERAIS          |
| 242701197        | CARPINA                     | PERNAMBUCO            |
| 83157701         | MAIOBA                      | MARANHAO              |
| 352831912        | VITORIA                     | ESPIRITO SANTO        |
| 251407715        | SAO PAULO                   | SAO PAULO             |
| 336819947        | HORIZONTE                   | CEARA                 |
| 676361800        | CAMPINAS                    | SAO PAULO             |
| 2472851          | CAMPO GRANDE                | MATO GROSSO DO SUL    |
| 267555899        | SAO PAULO                   | SAO PAULO             |
| 143700427        | CAIEIRAS                    | SAO PAULO             |
| 257375797        | IBIUNA                      | SAO PAULO             |
| 98110037         | BURITIRAMA                  | BAHIA                 |
| 220783512        | JOAO PESSOA                 | PARAIBA               |
| 21470352         | MAIRINQUE                   | SAO PAULO             |
| 251164859        | CAMPINAS                    | SAO PAULO             |
| 246422637        | SAO PAULO                   | SAO PAULO             |
| 155773373        | SAO LUIZ GONZAGA            | RIO GRANDE DO SUL     |
| 116644152        | FORTALEZA                   | CEARA                 |
| 223032629        | PINDORETAMA                 | CEARA                 |
| 50167181         | RECIFE                      | PERNAMBUCO            |
| 83880293         | SAO PAULO                   | SAO PAULO             |
| 339197808        | FORTALEZA                   | CEARA                 |
| 49882133         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 280387013        | ARACAJU                     | SERGIPE               |
| 105003317        | CAPANEMA                    | PARANA                |
| 275307856        | SAO FRANCISCO DE GOIAS      | GOIAS                 |
| 91679296         | CONFINS                     | MINAS GERAIS          |
| 263695277        | SALVADOR                    | BAHIA                 |
| 15706275         | CONCHAL                     | SAO PAULO             |
| 114530520        | UBERLANDIA                  | MINAS GERAIS          |
| 57955179         | PEDRA DO INDAIA             | MINAS GERAIS          |
| 717634651        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 665307309        | SALVADOR                    | BAHIA                 |
| 132854997        | AGUA COMPRIDA               | MINAS GERAIS          |
+------------------+-----------------------------+-----------------------+
+------------------+-----------------------------+-----------------------+
| id_pessoa_fisica | nom_cidade                  | des_estado            |
+------------------+-----------------------------+-----------------------+
| 716760160        | NOVA MUTUM                  | MATO GROSSO           |
| 660748923        | MONTENEGRO                  | RIO GRANDE DO SUL     |
| 805827269        | JAU                         | SAO PAULO             |
| 854656744        | TERESOPOLIS                 | RIO DE JANEIRO        |
| 296049453        | APIACAS                     | MATO GROSSO           |
| 363009944        | SALVADOR                    | BAHIA                 |
| 164405176        | CABO DE SANTO AGOSTINHO     | PERNAMBUCO            |
| 61450685         | GOIANIA                     | GOIAS                 |
| 49310160         | TERESINA                    | PIAUI                 |
| 46624136         | PINDAMONHANGABA             | SAO PAULO             |
| 793471747        | MILAGRES                    | CEARA                 |
| 812179573        | GOIANIA                     | GOIAS                 |
| 239704411        | JOINVILLE                   | SANTA CATARINA        |
| 58850069         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 623497557        | LAURO DE FREITAS            | BAHIA                 |
| 88980597         | MONTE MOR                   | SAO PAULO             |
| 279057760        | SANTA RITA DE CASSIA        | BAHIA                 |
| 54687573         | SAO PAULO                   | SAO PAULO             |
| 249607957        | SANTO ANDRE                 | SAO PAULO             |
| 216026493        | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 665725107        | BELO HORIZONTE              | MINAS GERAIS          |
| 243469579        | SAO PAULO                   | SAO PAULO             |
| 262914248        | POCOS                       | BAHIA                 |
| 242944885        | IBITINGA                    | SAO PAULO             |
| 830932107        | SALVADOR                    | BAHIA                 |
| 235756168        | RIBEIRAO DAS NEVES          | MINAS GERAIS          |
| 153837048        | JACOBINA                    | BAHIA                 |
| 713356064        | CAUCAIA                     | CEARA                 |
| 859470405        | VITORIA DA CONQUISTA        | BAHIA                 |
| 96115416         | GUARULHOS                   | SAO PAULO             |
| 105211237        | PACATUBA                    | CEARA                 |
| 783063875        | CAMPO GRANDE                | MATO GROSSO DO SUL    |
| 265798723        | FORTALEZA                   | CEARA                 |
| 72788869         | CARAGUATATUBA               | SAO PAULO             |
| 63886216         | CRICIUMA                    | SANTA CATARINA        |
| 214993141        | PORTO VELHO                 | RONDONIA              |
| 204228563        | ITAPEVI                     | SAO PAULO             |
| 241158315        | SAO PAULO                   | SAO PAULO             |
| 710311915        | VITORIA                     | ESPIRITO SANTO        |
| 196257992        | BELO HORIZONTE              | MINAS GERAIS          |
| 22996144         | BERTIOGA                    | SAO PAULO             |
| 227932624        | TRAIRI                      | CEARA                 |
| 136308725        | CARAPICUIBA                 | SAO PAULO             |
| 95120413         | PASSO DE TORRES             | SANTA CATARINA        |
| 5012285          | CAICO                       | RIO GRANDE DO NORTE   |
| 87998904         | SAO PAULO                   | SAO PAULO             |
| 112547573        | JI-PARANA                   | RONDONIA              |
| 23216501         | SAO PAULO                   | SAO PAULO             |
| 174346619        | MANAUS                      | AMAZONAS              |
| 200894560        | SAO PAULO                   | SAO PAULO             |
| 139954419        | CRICIUMA                    | SANTA CATARINA        |
| 95893136         | SAO PAULO                   | SAO PAULO             |
| 192076451        | NOVA VICOSA                 | BAHIA                 |
| 109764645        | JUIZ DE FORA                | MINAS GERAIS          |
| 17303848         | NATAL                       | RIO GRANDE DO NORTE   |
| 86547211         | JUQUITIBA                   | SAO PAULO             |
| 818020851        | FORTALEZA                   | CEARA                 |
| 136993219        | TUCURUI                     | PARA                  |
| 3498360          | CONTAGEM                    | MINAS GERAIS          |
| 85886043         | SAO PAULO                   | SAO PAULO             |
| 353444613        | GOIANIA                     | GOIAS                 |
| 181724272        | TRES CORACOES               | MINAS GERAIS          |
| 242202392        | SALVADOR                    | BAHIA                 |
| 240644253        | SAO PAULO                   | SAO PAULO             |
| 381501411        | SAO PAULO                   | SAO PAULO             |
| 133115544        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 400582757        | SAO PAULO                   | SAO PAULO             |
| 56216147         | PETROLINA                   | PERNAMBUCO            |
| 65133491         | ALVARO DE CARVALHO          | SAO PAULO             |
| 177560555        | GRAVATAI                    | RIO GRANDE DO SUL     |
| 202800269        | IBOTIRAMA                   | BAHIA                 |
| 50919019         | JACAREI                     | SAO PAULO             |
| 341371323        | CONCORDIA DO PARA           | PARA                  |
| 127387101        | BALBINA                     | AMAZONAS              |
| 142990445        | GUARUJA                     | SAO PAULO             |
| 161952525        | DIAS D'AVILA                | BAHIA                 |
| 354526955        | SAO PAULO                   | SAO PAULO             |
| 65541088         | PAULISTA                    | PERNAMBUCO            |
| 224373619        | AGUAS LINDAS DE GOIAS       | GOIAS                 |
| 734534477        | MANAUS                      | AMAZONAS              |
| 341759139        | ANAPOLIS                    | GOIAS                 |
| 733274205        | CAMAMU                      | BAHIA                 |
| 172817515        | SAO PAULO                   | SAO PAULO             |
| 204485947        | SAO PAULO                   | SAO PAULO             |
| 23510968         | MORENO                      | PERNAMBUCO            |
| 145430955        | IGUATU                      | CEARA                 |
| 247846413        | VITORIA DA CONQUISTA        | BAHIA                 |
| 21063875         | TRES CORACOES               | MINAS GERAIS          |
| 37444411         | PATOS DE MINAS              | MINAS GERAIS          |
| 659655021        | SAO JOSE DE RIBAMAR         | MARANHAO              |
| 35648104         | COTIA                       | SAO PAULO             |
| 265884123        | CAUCAIA                     | CEARA                 |
| 79609373         | SALTO DE PIRAPORA           | SAO PAULO             |
| 52852989         | APARECIDA                   | SAO PAULO             |
| 94992773         | SALVADOR                    | BAHIA                 |
| 730676480        | VITORIA DA CONQUISTA        | BAHIA                 |
| 34189715         | IBIRITE                     | MINAS GERAIS          |
| 212441395        | CABO DE SANTO AGOSTINHO     | PERNAMBUCO            |
| 106436552        | SAO LUIS DO QUITUNDE        | ALAGOAS               |
| 109661733        | BRASILIA                    | DISTRITO FEDERAL      |
| 55412917         | SAO PAULO                   | SAO PAULO             |
| 793514989        | FORTALEZA                   | CEARA                 |
| 120700784        | SANTAREM                    | PARA                  |
| 191366741        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 355881013        | TERESINA                    | PIAUI                 |
| 32348403         | CARUARU                     | PERNAMBUCO            |
| 23063699         | JUIZ DE FORA                | MINAS GERAIS          |
| 855615213        | MANAUS                      | AMAZONAS              |
| 215561813        | LARANJAL PAULISTA           | SAO PAULO             |
| 86705197         | AMERICANA                   | SAO PAULO             |
| 97718872         | BRASILIA                    | DISTRITO FEDERAL      |
| 41372859         | SALVADOR                    | BAHIA                 |
| 192478960        | CARATINGA                   | MINAS GERAIS          |
| 191751864        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 106802205        | VICOSA                      | MINAS GERAIS          |
| 142587496        | SIMOES FILHO                | BAHIA                 |
| 349081795        | PATOS DE MINAS              | MINAS GERAIS          |
| 130649173        | MACEIO                      | ALAGOAS               |
| 236532896        | DIAS D'AVILA                | BAHIA                 |
| 346430221        | CAMPO MAIOR                 | PIAUI                 |
| 184740083        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 662104411        | GOIANIA                     | GOIAS                 |
| 157650920        | CAETITE                     | BAHIA                 |
| 221239435        | PATOS                       | PARAIBA               |
| 262148011        | BELEM                       | PARA                  |
| 222632576        | SALVADOR                    | BAHIA                 |
| 241791581        | IMPERATRIZ                  | MARANHAO              |
| 112745989        | RIO GRANDE                  | RIO GRANDE DO SUL     |
| 9256328          | TANABI                      | SAO PAULO             |
| 140867245        | SAO PAULO                   | SAO PAULO             |
| 239393392        | RESPLENDOR                  | MINAS GERAIS          |
| 251766211        | RECIFE                      | PERNAMBUCO            |
| 73287571         | FORTALEZA                   | CEARA                 |
| 127273517        | CONTAGEM                    | MINAS GERAIS          |
| 173408045        | BRASILIA                    | DISTRITO FEDERAL      |
| 863930595        | FORTALEZA                   | CEARA                 |
| 53823315         | FEIRA DE SANTANA            | BAHIA                 |
| 262287013        | LENCOIS PAULISTA            | SAO PAULO             |
| 336930128        | OSASCO                      | SAO PAULO             |
| 353097075        | FORTALEZA                   | CEARA                 |
| 29035427         | CUIABA                      | MATO GROSSO           |
| 397107811        | SALVADOR                    | BAHIA                 |
| 396485661        | VILA VELHA                  | ESPIRITO SANTO        |
| 50259021         | VOLTA REDONDA               | RIO DE JANEIRO        |
| 40917893         | SAO JOSE DOS CAMPOS         | SAO PAULO             |
| 246951371        | FORTALEZA                   | CEARA                 |
| 121286808        | DIAS D'AVILA                | BAHIA                 |
| 37148861         | IPATINGA                    | MINAS GERAIS          |
| 380033853        | IGARASSU                    | PERNAMBUCO            |
| 146888152        | PONTA GROSSA                | PARANA                |
| 79429779         | FORTALEZA                   | CEARA                 |
| 63761637         | RONDONOPOLIS                | MATO GROSSO           |
| 74143912         | ITAGUAI                     | RIO DE JANEIRO        |
| 175776200        | ITAPORANGA D'AJUDA          | SERGIPE               |
| 246036379        | ASSIS                       | SAO PAULO             |
| 18004635         | DUQUE DE CAXIAS             | RIO DE JANEIRO        |
| 62187976         | SAO LUIS                    | MARANHAO              |
| 683247403        | SAO PAULO                   | SAO PAULO             |
| 225634008        | NOVA IGUACU                 | RIO DE JANEIRO        |
| 287759579        | PLANALTINA                  | GOIAS                 |
| 20585424         | ALVORADA                    | RIO GRANDE DO SUL     |
| 668292203        | DIADEMA                     | SAO PAULO             |
| 29469008         | BOA VISTA                   | RORAIMA               |
| 108181373        | NATAL                       | RIO GRANDE DO NORTE   |
| 160595741        | PAULISTA                    | PERNAMBUCO            |
| 247635851        | SAO PAULO                   | SAO PAULO             |
| 250098979        | MOGI DAS CRUZES             | SAO PAULO             |
| 43567493         | SABAUNA                     | SAO PAULO             |
| 354151672        | MARTINOPOLE                 | CEARA                 |
| 70027368         | SAO JOSE DO RIO PRETO       | SAO PAULO             |
| 275761987        | GOVERNADOR VALADARES        | MINAS GERAIS          |
| 361644952        | MACAPA                      | AMAPA                 |
| 382723923        | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 273326757        | TEREZOPOLIS DE GOIAS        | GOIAS                 |
| 109199829        | RECIFE                      | PERNAMBUCO            |
| 23737205         | TABOAO DA SERRA             | SAO PAULO             |
| 224798437        | QUATRO BARRAS               | PARANA                |
| 21524725         | CURITIBA                    | PARANA                |
| 5598800          | GUAPORE                     | RIO GRANDE DO SUL     |
| 220030717        | SAO PAULO                   | SAO PAULO             |
| 65991453         | TOBIAS BARRETO              | SERGIPE               |
| 664034064        | SAO PAULO                   | SAO PAULO             |
| 384151080        | ABADIANIA                   | GOIAS                 |
| 246603669        | TERESINA                    | PIAUI                 |
| 194143619        | FORMOSA                     | GOIAS                 |
| 99374467         | SAO PAULO                   | SAO PAULO             |
| 267956347        | FORTALEZA                   | CEARA                 |
| 680580533        | BELEM                       | PARA                  |
| 68544240         | RIO VERDE                   | GOIAS                 |
| 199952595        | SALVADOR                    | BAHIA                 |
| 133083091        | TAGUATINGA                  | DISTRITO FEDERAL      |
| 205320173        | JOAO PESSOA                 | PARAIBA               |
| 214432176        | QUINTANA                    | SAO PAULO             |
| 671778971        | VARZEA PAULISTA             | SAO PAULO             |
| 28771277         | SAO GONCALO                 | RIO DE JANEIRO        |
| 64372205         | LUCAS DO RIO VERDE          | MATO GROSSO           |
| 229218813        | ANANINDEUA                  | PARA                  |
| 399010603        | CIANORTE                    | PARANA                |
| 55608437         | SAO PAULO                   | SAO PAULO             |
| 60363381         | SONORA                      | MATO GROSSO DO SUL    |
| 222022680        | SANTO ANTONIO DO DESCOBERTO | GOIAS                 |
| 275300715        | INDAIAL                     | SANTA CATARINA        |
| 90737400         | ANANINDEUA                  | PARA                  |
| 841246992        | GRAVATAI                    | RIO GRANDE DO SUL     |
| 282956141        | MAUA                        | SAO PAULO             |
| 372723955        | MANOEL EMIDIO               | PIAUI                 |
| 241698392        | SALVADOR                    | BAHIA                 |
| 1400552          | FERNANDOPOLIS               | SAO PAULO             |
| 344262141        | BALSAS                      | MARANHAO              |
| 178897776        | SALVADOR                    | BAHIA                 |
| 179079045        | ITAPEVA                     | SAO PAULO             |
| 137727504        | BENEVIDES                   | PARA                  |
| 43880624         | SANTOS                      | SAO PAULO             |
| 104989792        | QUIXERE                     | CEARA                 |
| 15303080         | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 229948752        | JABOATAO DOS GUARARAPES     | PERNAMBUCO            |
| 394203349        | ITUPIRANGA                  | PARA                  |
| 37216955         | SANTO ANDRE                 | SAO PAULO             |
| 428468035        | CAMPO FORMOSO               | BAHIA                 |
| 688347568        | SAO PAULO                   | SAO PAULO             |
| 12613936         | SOROCABA                    | SAO PAULO             |
| 70816459         | VINHEDO                     | SAO PAULO             |
| 134475581        | ITAPECERICA                 | MINAS GERAIS          |
| 154188523        | MARINGA                     | PARANA                |
| 680901789        | CACHOEIRA DO SUL            | RIO GRANDE DO SUL     |
| 204491931        | CANINDE DE SAO FRANCISCO    | SERGIPE               |
| 70434093         | SAO CARLOS                  | SAO PAULO             |
| 21501643         | SAO JOSE DOS CAMPOS         | SAO PAULO             |
| 45686213         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 137506216        | GOIANIA                     | GOIAS                 |
| 201414528        | ARCOVERDE                   | PERNAMBUCO            |
| 79349989         | ITAJUTIBA                   | MINAS GERAIS          |
| 6323035          | MOGI DAS CRUZES             | SAO PAULO             |
| 256747           | CURITIBA                    | PARANA                |
| 861072283        | GARRAFAO DO NORTE           | PARA                  |
| 103768928        | VIAMAO                      | RIO GRANDE DO SUL     |
| 233374851        | CRUZEIRO DO SUL             | ACRE                  |
| 817263344        | FORTALEZA                   | CEARA                 |
| 382228523        | TUPACIGUARA                 | MINAS GERAIS          |
| 117374715        | CACHOEIRINHA                | RIO GRANDE DO SUL     |
| 776261411        | SAO JOAO DE MERITI          | RIO DE JANEIRO        |
| 63282077         | MACEIO                      | ALAGOAS               |
| 373458072        | PARAUAPEBAS                 | PARA                  |
| 164931664        | SINOP                       | MATO GROSSO           |
| 151228536        | COTIA                       | SAO PAULO             |
| 386358736        | NANUQUE                     | MINAS GERAIS          |
| 717529253        | SANTA LUZIA                 | MINAS GERAIS          |
| 203331851        | NOVA SANTA RITA             | RIO GRANDE DO SUL     |
| 167360355        | MAUA                        | RIO GRANDE DO SUL     |
| 352089744        | OEIRAS                      | PIAUI                 |
| 185472315        | FORTALEZA                   | CEARA                 |
| 61252352         | FRANCISCO MORATO            | SAO PAULO             |
| 113179387        | RIO BRANCO                  | ACRE                  |
| 251728733        | MORENO                      | PERNAMBUCO            |
| 124109008        | CARUARU                     | PERNAMBUCO            |
| 242908395        | SANTA BARBARA D'OESTE       | SAO PAULO             |
| 656358872        | FORTALEZA                   | CEARA                 |
| 238023752        | LINHARES                    | ESPIRITO SANTO        |
| 182336771        | ITABERABA                   | BAHIA                 |
| 24965379         | BODOCO                      | PERNAMBUCO            |
| 350892632        | BARBACENA                   | MINAS GERAIS          |
| 270278613        | SALVADOR                    | BAHIA                 |
| 78540893         | SANTA RITA                  | MARANHAO              |
| 361687360        | SANTANA                     | AMAPA                 |
| 220126336        | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 202768965        | SAO PAULO                   | SAO PAULO             |
| 222427325        | UMBAUBA                     | SERGIPE               |
| 209776680        | SALVADOR                    | BAHIA                 |
| 745826344        | SALVADOR                    | BAHIA                 |
| 263205307        | MANAUS                      | AMAZONAS              |
| 257498907        | ARARAS                      | SAO PAULO             |
| 272640008        | NHAMUNDA                    | AMAZONAS              |
| 154826504        | BENTO GONCALVES             | RIO GRANDE DO SUL     |
| 32609453         | MACAE                       | RIO DE JANEIRO        |
| 670540093        | BOTUCATU                    | SAO PAULO             |
| 46279728         | CORUMBA                     | MATO GROSSO DO SUL    |
| 381586688        | PRESIDENTE FIGUEIREDO       | AMAZONAS              |
| 156065651        | BENEVIDES                   | PARA                  |
| 377745227        | MANAUS                      | AMAZONAS              |
| 96952869         | ZE DOCA                     | MARANHAO              |
| 855171824        | UBERABA                     | MINAS GERAIS          |
| 60356437         | BRASILIA                    | DISTRITO FEDERAL      |
| 251968515        | CAMPINAS                    | SAO PAULO             |
| 348158771        | UNIAO DOS PALMARES          | ALAGOAS               |
| 98276203         | BATATAIS                    | SAO PAULO             |
| 11296821         | CAMPO GRANDE                | MATO GROSSO DO SUL    |
| 415605064        | SAO JOAO DE MERITI          | RIO DE JANEIRO        |
| 170322813        | UAUA                        | BAHIA                 |
| 109633032        | SAO JOSE DE RIBAMAR         | MARANHAO              |
| 281785856        | MATIPO                      | MINAS GERAIS          |
| 287107           | CHAPECO                     | SANTA CATARINA        |
| 89463331         | SAO JOSE DOS CAMPOS         | SAO PAULO             |
| 81850757         | RIO CLARO                   | SAO PAULO             |
| 106732139        | GUARULHOS                   | SAO PAULO             |
| 104789328        | ARACAJU                     | SERGIPE               |
| 178411664        | AREAL                       | RIO DE JANEIRO        |
| 165445205        | PORTO VELHO                 | RONDONIA              |
| 204773501        | FEIRA DE SANTANA            | BAHIA                 |
| 367582037        | BONINAL                     | BAHIA                 |
| 100279829        | JATAI                       | GOIAS                 |
| 215326936        | UBERLANDIA                  | MINAS GERAIS          |
| 108457896        | FORTALEZA                   | CEARA                 |
| 258840560        | FOZ DO IGUACU               | PARANA                |
| 11338461         | RECIFE                      | PERNAMBUCO            |
| 855139155        | CACHOEIRA SECA              | PERNAMBUCO            |
| 114695845        | CARUARU                     | PERNAMBUCO            |
| 653003216        | ENCANTADO                   | RIO GRANDE DO SUL     |
| 58830211         | SANTA HELENA DE GOIAS       | GOIAS                 |
| 22482693         | IPATINGA                    | MINAS GERAIS          |
| 240966760        | EMBU DAS ARTES              | SAO PAULO             |
| 265135859        | BELO HORIZONTE              | MINAS GERAIS          |
| 863458048        | FORTALEZA                   | CEARA                 |
| 688038781        | SANTO ANDRE                 | SAO PAULO             |
| 281377307        | CURITIBA                    | PARANA                |
| 71270608         | TOCOS                       | RIO DE JANEIRO        |
| 219165867        | CRUZEIRO                    | SAO PAULO             |
| 47760877         | SAO PAULO                   | SAO PAULO             |
| 242210483        | FORTALEZA                   | AMAPA                 |
| 165418261        | OLINDA                      | PERNAMBUCO            |
| 190245925        | SAO PAULO                   | SAO PAULO             |
| 378647960        | OSASCO                      | SAO PAULO             |
| 166581963        | SAO PAULO                   | SAO PAULO             |
| 89817712         | BELO HORIZONTE              | MINAS GERAIS          |
| 758389987        | IMPERATRIZ                  | MARANHAO              |
| 33518539         | BELO HORIZONTE              | MINAS GERAIS          |
| 67520341         | CAMPINAS                    | SAO PAULO             |
| 55611803         | SANTO ANDRE                 | SAO PAULO             |
| 128172891        | PONTA GROSSA                | PARANA                |
| 136555621        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 690451688        | SAO PAULO                   | SAO PAULO             |
| 95701933         | CAMPOS DOS GOYTACAZES       | RIO DE JANEIRO        |
| 407094568        | FLORIANOPOLIS               | SANTA CATARINA        |
| 672206784        | GUARULHOS                   | SAO PAULO             |
| 247277019        | VARGEM GRANDE PAULISTA      | SAO PAULO             |
| 220580472        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 189592333        | SAO PAULO                   | SAO PAULO             |
| 270841325        | PAULINIA                    | SAO PAULO             |
| 361289856        | PARAGOMINAS                 | PARA                  |
| 197198749        | SERTAO                      | RIO GRANDE DO SUL     |
| 163294019        | SALVADOR                    | BAHIA                 |
| 6323035          | ADAMANTINA                  | SAO PAULO             |
| 26901288         | SERRA                       | ESPIRITO SANTO        |
| 260253389        | BELO HORIZONTE              | MINAS GERAIS          |
| 273126389        | SUMARE                      | SAO PAULO             |
| 198280797        | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 204302317        | CACHOEIRA PAULISTA          | SAO PAULO             |
| 98458389         | RESENDE                     | RIO DE JANEIRO        |
| 241664688        | CONCEICAO DA FEIRA          | BAHIA                 |
| 202000595        | ITABUNA                     | BAHIA                 |
| 751015080        | CABO DE SANTO AGOSTINHO     | PERNAMBUCO            |
| 104015221        | VIANA                       | MARANHAO              |
| 242907723        | PORTO VELHO                 | RONDONIA              |
| 202219171        | CAMACARI                    | BAHIA                 |
| 343532733        | FORTALEZA                   | CEARA                 |
| 143031061        | SAO JOSE DO JACURI          | MINAS GERAIS          |
| 95664549         | SALVADOR                    | BAHIA                 |
| 197680717        | ARACAJU                     | SERGIPE               |
| 40159373         | TERESOPOLIS                 | RIO DE JANEIRO        |
| 350927680        | SAO LUIS                    | MARANHAO              |
| 110560467        | ITIRUCU                     | BAHIA                 |
| 926741           | CORDEIRO                    | RIO DE JANEIRO        |
| 210774285        | ARACAJU                     | SERGIPE               |
| 31823877         | RIO DO SUL                  | SANTA CATARINA        |
| 730212005        | SALVADOR                    | BAHIA                 |
| 137321720        | SALVADOR                    | BAHIA                 |
| 16006115         | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 1687496          | TESOURO                     | MATO GROSSO           |
| 192219128        | ITAPEVI                     | SAO PAULO             |
| 220283432        | GUAIRA                      | SAO PAULO             |
| 112798957        | LONDRINA                    | PARANA                |
| 251945592        | SAO PAULO                   | SAO PAULO             |
| 378520813        | BRASILIA                    | DISTRITO FEDERAL      |
| 163718664        | PIRAI DO SUL                | PARANA                |
| 120505835        | BARREIRAS                   | BAHIA                 |
| 244808280        | ITAPETININGA                | SAO PAULO             |
| 657283723        | CAUCAIA                     | CEARA                 |
| 34498189         | GUARUJA                     | SAO PAULO             |
| 85616349         | JOSE BONIFACIO              | SAO PAULO             |
| 428597208        | ITABUNA                     | BAHIA                 |
| 147088189        | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 127821080        | JUNDIAI                     | SAO PAULO             |
| 200051165        | PRAIA GRANDE                | SAO PAULO             |
| 36063192         | FORTALEZA                   | CEARA                 |
| 159110165        | CONCEICAO DE MACABU         | RIO DE JANEIRO        |
| 76942264         | CALDAS NOVAS                | GOIAS                 |
| 154232347        | MANAUS                      | AMAZONAS              |
| 9388869          | PRESIDENTE PRUDENTE         | SAO PAULO             |
| 284671613        | SAO PAULO                   | SAO PAULO             |
| 231125061        | SAO PAULO                   | SAO PAULO             |
| 37532355         | SANTA LUZIA                 | MINAS GERAIS          |
| 94788395         | SAO BERNARDO DO CAMPO       | SAO PAULO             |
| 345468843        | CONSELHEIRO LAFAIETE        | MINAS GERAIS          |
| 77045805         | TUTOIA                      | MARANHAO              |
| 88322768         | SAO PAULO                   | SAO PAULO             |
| 76412477         | FORTALEZA                   | CEARA                 |
| 61812243         | SAO JOSE DOS PINHAIS        | PARANA                |
| 294814045        | SAO PAULO                   | SAO PAULO             |
| 157293619        | SAO VICENTE                 | SAO PAULO             |
| 681062029        | GRAVATAI                    | RIO GRANDE DO SUL     |
| 218663259        | ITATIBA                     | SAO PAULO             |
| 80833773         | MAUA                        | SAO PAULO             |
| 190508611        | BRASILIA                    | DISTRITO FEDERAL      |
| 20701808         | BELO HORIZONTE              | MINAS GERAIS          |
| 53095603         | MACEIO                      | ALAGOAS               |
| 740873211        | MARACANAU                   | CEARA                 |
| 758913331        | JAU                         | SAO PAULO             |
| 186163397        | LONDRINA                    | PARANA                |
| 341781763        | ANAPOLIS                    | GOIAS                 |
| 138803293        | LUZIANIA                    | GOIAS                 |
| 428860973        | JACOBINA                    | BAHIA                 |
| 15671600         | RECIFE                      | PERNAMBUCO            |
| 254771947        | CARPINA                     | PERNAMBUCO            |
| 245019669        | LIMEIRA                     | SAO PAULO             |
| 154515152        | BELEM                       | PARA                  |
| 175653968        | JOINVILLE                   | SANTA CATARINA        |
| 98978264         | ARAGUAINA                   | TOCANTINS             |
| 66135147         | JAU                         | SAO PAULO             |
| 87181544         | SAO PAULO                   | SAO PAULO             |
| 211998997        | BRASILIA                    | DISTRITO FEDERAL      |
| 98553131         | LAURO DE FREITAS            | BAHIA                 |
| 281672819        | BELO HORIZONTE              | MINAS GERAIS          |
| 171330701        | URUGUAIANA                  | RIO GRANDE DO SUL     |
| 167670331        | PRAIA GRANDE                | SAO PAULO             |
| 158090707        | JIJOCA DE JERICOACOARA      | CEARA                 |
| 123859021        | TIMON                       | MARANHAO              |
| 114822835        | SALVADOR                    | BAHIA                 |
| 212095005        | SAO JOSE DO RIO PRETO       | SAO PAULO             |
| 235312995        | ARARANGUA                   | SANTA CATARINA        |
| 271869733        | SAO PAULO                   | SAO PAULO             |
| 118844027        | BRASILIA                    | DISTRITO FEDERAL      |
| 290372453        | VALPARAISO DE GOIAS         | GOIAS                 |
| 101600819        | DIADEMA                     | SAO PAULO             |
| 173251515        | ALEXANIA                    | GOIAS                 |
| 35428979         | IPATINGA                    | MINAS GERAIS          |
| 233558581        | BRASILIA                    | DISTRITO FEDERAL      |
| 23112029         | SANTA BARBARA               | MINAS GERAIS          |
| 253884859        | DIADEMA                     | SAO PAULO             |
| 77025221         | BRASILIA                    | DISTRITO FEDERAL      |
| 284985424        | SUZANO                      | SAO PAULO             |
| 15584189         | EUNAPOLIS                   | BAHIA                 |
| 674522664        | CAMPOS DO JORDAO            | SAO PAULO             |
| 51425093         | RIO DE JANEIRO              | RIO DE JANEIRO        |
| 289465803        | CRISTOPOLIS                 | BAHIA                 |
| 152303080        | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 48492061         | XEREM                       | RIO DE JANEIRO        |
| 186219459        | PORTO ALEGRE                | RIO GRANDE DO SUL     |
| 53814043         | NITEROI                     | RIO DE JANEIRO        |
| 29617320         | CURITIBA                    | PARANA                |
| 27253856         | CAMPINA GRANDE              | PARAIBA               |
| 653383643        | ABAETETUBA                  | PARA                  |
| 165354323        | SANTOS                      | SAO PAULO             |
